Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
406,Jalen Bridges,23,PHO,SF,4,0,17,-9.2,.129,1.000,.667,0.0,19.3,9.8,0.0,0.0,0.0,34.0,15.2,-0.1,0.0,-0.1,-0.335,-14.9,-5.5,-20.3,-0.1,,bridgja01
407,Moussa Diabaté,23,CHO,C,30,4,537,14.0,.592,.000,.329,17.8,23.5,20.5,5.0,1.7,4.2,23.7,9.0,0.5,0.7,1.2,.111,-2.6,0.0,-2.6,-0.1,,diabamo01
408,Taj Gibson,39,CHO,C,14,8,151,11.0,.505,.059,.176,14.4,17.7,16.0,6.8,2.0,2.0,19.7,12.8,0.0,0.2,0.2,.057,-4.0,0.0,-4.1,-0.1,,gibsota01
409,Colby Jones,22,SAC,SG,22,0,119,7.0,.500,.375,.000,5.6,13.3,9.4,5.3,2.0,4.2,22.6,11.2,-0.1,0.1,0.0,.018,-5.1,0.4,-4.7,-0.1,,jonesco02
410,Bogdan Bogdanović,32,ATL,SG,14,0,356,9.8,.555,.669,.158,2.7,10.7,6.6,11.8,1.6,1.1,14.9,19.0,0.0,0.2,0.2,.028,-2.5,-0.4,-2.9,-0.1,,bogdabo01
411,Gui Santos,22,GSW,PF,9,0,40,1.7,.381,.714,.286,5.0,18.7,11.6,9.4,0.0,2.4,27.6,11.3,-0.1,0.0,0.0,-0.038,-9.2,-0.8,-10.1,-0.1,,santogu01
412,Delon Wright,32,MIL,PG,22,2,366,7.8,.400,.600,.200,4.6,7.8,6.3,14.4,2.5,1.5,14.6,10.7,-0.1,0.4,0.3,.037,-4.0,1.1,-2.9,-0.1,,wrighde01
413,Ariel Hukporti,22,NYK,C,12,0,99,7.1,.628,.000,.571,4.8,19.9,12.7,7.4,0.0,7.7,36.3,12.2,-0.1,0.1,0.0,.013,-6.6,1.2,-5.4,-0.1,,hukpoar01
414,Reed Sheppard,20,HOU,PG,29,0,344,7.3,.414,.576,.051,3.0,8.6,5.8,13.6,2.1,2.6,12.4,16.5,-0.3,0.6,0.3,.035,-4.3,1.2,-3.1,-0.1,,sheppre01
415,Adem Bona,21,PHI,C,16,0,106,10.2,.724,.000,.643,9.4,20.7,14.8,2.7,0.0,5.9,25.0,9.9,0.1,0.1,0.2,.101,-5.0,-0.3,-5.3,-0.1,,bonaad01
416,Oso Ighodaro,22,PHO,PF,26,2,413,10.7,.601,.000,.257,7.1,18.6,12.9,7.7,1.4,2.0,15.4,10.4,0.4,0.3,0.7,.078,-3.0,0.2,-2.9,-0.1,,ighodos01
417,Trey Alexander,21,DEN,SG,10,0,48,0.9,.349,.500,.167,0.0,2.2,1.1,7.2,0.0,1.9,7.2,12.2,-0.1,0.0,-0.1,-0.071,-6.8,-2.5,-9.3,-0.1,,alexatr01
418,Damion Lee,32,PHO,SG,7,0,47,3.8,.360,.571,.286,0.0,11.6,5.9,14.8,2.1,0.0,11.3,25.0,-0.2,0.0,-0.1,-0.144,-8.2,-1.5,-9.7,-0.1,,leeda03
419,Dalton Knecht,23,LAL,SF,32,12,725,12.7,.591,.596,.141,3.3,14.0,8.7,7.1,0.9,0.3,5.9,17.4,0.8,0.3,1.1,.074,-0.4,-2.1,-2.5,-0.1,,knechda01
420,Cam Reddish,25,LAL,SF,25,8,488,8.0,.547,.521,.288,2.8,9.4,6.1,5.3,2.9,1.7,12.7,8.5,0.1,0.4,0.5,.052,-4.2,1.4,-2.8,-0.1,,reddica01
421,Keaton Wallace,25,ATL,PG,16,1,248,8.6,.515,.521,.056,0.9,8.8,4.8,15.7,2.4,2.3,18.9,14.7,-0.1,0.2,0.1,.013,-3.9,0.4,-3.5,-0.1,,wallake01
422,Noah Clowney,20,BRK,PF,24,6,489,10.9,.575,.704,.172,5.2,16.2,10.6,5.4,0.8,2.5,9.9,18.3,0.3,0.3,0.5,.052,-1.6,-1.2,-2.8,-0.1,,clownno01
423,Antonio Reeves,24,NOP,SG,16,0,149,11.2,.486,.486,.100,4.2,9.2,6.6,10.6,1.6,0.0,6.4,22.1,0.0,0.0,0.0,-0.010,-1.7,-2.8,-4.5,-0.1,,reevean01
424,Kris Murray,24,POR,SF,26,0,319,10.0,.516,.404,.225,7.9,10.4,9.1,8.5,1.7,0.9,13.3,14.7,0.0,0.1,0.1,.017,-2.1,-1.1,-3.2,-0.1,,murrakr01
425,Gradey Dick,21,TOR,SG,28,28,894,12.7,.555,.483,.245,2.9,9.1,6.0,9.9,1.6,0.6,10.0,23.1,0.6,0.2,0.8,.042,-0.6,-1.9,-2.5,-0.1,,dickgr01
426,Coby White,24,CHI,SG,32,32,1050,13.3,.569,.590,.229,1.2,10.0,5.6,20.2,1.5,0.5,13.4,23.1,0.6,0.5,1.1,.050,-0.8,-1.5,-2.4,-0.1,,whiteco01
427,Caleb Houstan,22,ORL,SF,22,0,158,5.9,.485,.842,.132,2.1,6.2,4.1,4.4,0.9,1.2,2.4,11.3,0.0,0.2,0.2,.068,-4.1,-0.4,-4.5,-0.1,,houstca01
