RegionID,SizeRank,name,RegionType,StateName,date,zori,lat,lng,rank
394901,147,"Naples, FL",msa,FL,2016-01-31,1789.2906062457855,26.1504,-81.7936,11.0
394405,156,"Boulder, CO",msa,CO,2016-01-31,1671.2811271082746,40.0248,-105.2524,15.0
395061,175,"San Luis Obispo, CA",msa,CA,2016-01-31,1627.6997833027572,35.2669,-120.669,16.0
395065,183,"Santa Cruz, CA",msa,CA,2016-01-31,2202.393177072893,36.9789,-122.0346,4.0
394913,1,"New York, NY",msa,NY,2016-02-29,2400.3049891718347,40.6943,-73.9249,3.0
753899,2,"Los Angeles, CA",msa,CA,2016-02-29,1964.6525431915904,34.1141,-118.4068,8.0
395209,6,"Washington, DC",msa,VA,2016-02-29,1763.0973126871406,38.9047,-77.0163,14.0
394856,8,"Miami, FL",msa,FL,2016-02-29,1592.9052106262511,25.784,-80.2101,18.0
394404,10,"Boston, MA",msa,MA,2016-02-29,2061.6828831646726,42.3188,-71.0852,5.0
395057,12,"San Francisco, CA",msa,CA,2016-02-29,2536.066152645631,37.7558,-122.4449,2.0
395056,17,"San Diego, CA",msa,CA,2016-02-29,1782.4412555404674,32.8313,-117.1222,12.0
395059,36,"San Jose, CA",msa,CA,2016-02-29,2708.1510075761166,37.3012,-121.848,1.0
753924,55,"Urban Honolulu, HI",msa,HI,2016-02-29,1977.136300472219,,,7.0
394415,60,"Bridgeport, CT",msa,CT,2016-02-29,1767.42038556153,41.1918,-73.1954,13.0
